IDESTACION,DENOMINACION,X,Y,LINEAS,ACONDICIONAMIENTOVIAJEROS,ACONDICIONAMIENTOVEHICULOS
6_6339,INTERCAMBIADOR AVENIDA DE AMERICA,442713.0,4476809.0,200,1,0
6_6340,INTERCAMBIADOR AVENIDA DE AMERICA,442730.0,4476823.0,122,1,0
6_6341,INTERCAMBIADOR AVENIDA DE AMERICA,442750.0,4476835.0,114,1,0
6_6342,INTERCAMBIADOR AVENIDA DE AMERICA,442765.0,4476846.0,115,1,0
6_6345,AV.BADAJOZ-MARTINEZ VILLERGAS,444605.0,4477235.0,"53, 122, N3",1,0
6_6344,TORRELAGUNA-AV.BADAJOZ,444675.0,4477336.0,"53, 122",1,0
6_1253,GRAL.RICARDOS-CLARISAS,438248.0,4471538.0,"34, 35, N26",2,3
6_1258,Pº ACACIAS-GTA.PIRAMIDES,439584.0,4472728.0,"34, 36, 62, 116, 118, 119, N12, N15",2,3
6_6110,TOLEDO-GTA.PIRAMIDES,439507.0,4472822.0,18,2,3
6_791,TOLEDO-GTA.PIRAMIDES,439526.0,4472756.0,"18, 23, 35, N26",2,3
6_759,TOLEDO-GTA.PIRAMIDES,439495.0,4472771.0,"23, 35, N26",2,3
6_1464,BRAVO MURILLO-MARIA ZAYAS,440696.0,4479103.0,"66, 124, N23",2,3
6_1259,Pº ACACIAS-DR.VALLEJO NAJERA,439767.0,4472866.0,"34, 36, 62, 116, 118, 119",2,3
6_1361,Pº ACACIAS-DR.VALLEJO NAJERA,439737.0,4472871.0,"34, 36, 62, 116, 118, 119",2,3
6_1155,Pº. EXTREMADURA-GUADARRAMA,437973.0,4473992.0,"31, 33, 36, 39, 65, N19",2,3
6_1167,Pº EXTREMADURA-PTE.SEGOVIA,438557.0,4474157.0,"31, 33, 36, 39, 65, 138, N18, N19",2,3
6_1165,Pº EXTREMADURA-GUADARRAMA,437986.0,4473970.0,"31, 33, 36, 39, 65, N19",2,3
6_1153,Pº EXTREMADURA-PTE.SEGOVIA,438556.0,4474182.0,"31, 33, 36, 39, 65, N18, N19",2,3
6_1018,Pº ERMITA DEL SANTO-PTE.SEGOVIA,438670.0,4474124.0,25,2,3
6_1154,Pº EXTREMADURA-PTA.DEL ANGEL,438251.0,4474122.0,"31, 33, 36, 39, 65, N19",2,3
6_1166,Pº EXTREMADURA-PTA.DEL ANGEL,438297.0,4474113.0,"31, 33, 36, 39, 65, N19",2,3
6_5825,AVENIDA ENTREVIAS-MEMBEZAR,443466.0,4470410.0,24,1,0
6_6300,JUAN ANTONIO SAMARANCH-GTA.ANTONIO PERPIÑA,447798.0,4481746.0,"171, 174, N2",1,0
6_6301,JUAN ANTONIO SAMARANCH-GTA.ANTONIO PERPIÑA,447751.0,4481773.0,"171, 174, N2",1,0
6_6302,LOPEZ DE HOYOS-CARTAGENA,442813.0,4477369.0,"9, 73, N2",1,0
6_6303,LOPEZ DE HOYOS-PZA.PROSPERIDAD,442870.0,4477427.0,1,1,0
6_731,BLAS CABRERA-AV.LAS AGUILAS,434275.0,4470635.0,139,2,3
6_737,JOAQUIN COSTA-PZA.REP.ARGENTINA,442016.0,4477525.0,C1,2,3
6_1013,DUQUESA DE PARCENT - GTA. LOS CARMENES,436886.0,4472075.0,"25, 31, N18",2,3
6_1019,VIRGEN DEL PUERTO-PTE.SEGOVIA,438961.0,4474218.0,"25, 33, 39, 41, 62, 138, C1, N18, N19",2,3
6_6207,CARDENAL V.ENRIQUE Y TARANCON-A.GADES,449807.0,4468726.0,145,1,0
6_5022,LLANO CASTELLANO-VALDEGOVIA,442003.0,4482489.0,"66, 124, 137, N24, SE704",2,3
6_5836,PASEO ESPERANZA-BAÑOS DE MONTEMAYOR,440451.0,4472449.0,62,1,0
6_5833,PZA.BEATA MARIA ANA DE JESUS,441101.0,4471922.0,"62, 76",1,0
6_5834,PASEO CHOPERA-PZA.GRAL.MAROTO,440773.0,4471918.0,62,1,0
6_5835,PASEO ESPERANZA-VALLEJO NAJERA,440270.0,4472789.0,62,1,0
6_5837,ARGANDA-PASEO YESERIAS,440328.0,4472303.0,62,1,0
6_3999,MENDEZ ALVARO-MURCIA,441421.0,4473266.0,"N11, N13",2,3
6_6012,RAFAELA APARICIO-AURORA REDONDO,446578.0,4481351.0,N2,1,0
6_3998,MENDEZ ALVARO-ANCORA,441680.0,4472952.0,"N11, N13",2,3
6_6030,"AV.MANOTERAS, 20",443489.0,4482352.0,150,1,0
6_6031,"FUENTE DE LA MORA, FRENTE Nº1",443730.0,4482075.0,150,1,0
6_6032,FUENTE DE LA MORA-AV.FTE.DE LA MORA,443937.0,4482087.0,150,1,0
6_6033,FUENTE DE LA MORA-AV.ING.EMILIO HERRERA,444098.0,4482083.0,150,1,0
6_6034,CANILLEJAS,448416.0,4478023.0,"165, 200, N4",1,0
6_6035,OSA MAYOR-BELLATRIX,434402.0,4479413.0,160,1,0
6_6036,CTRA.HUMERA A ARAVACA-OSA MAYOR,434058.0,4479246.0,"160, 161, N28",1,0
6_698,SERRANO-INST.RAMIRO MAEZTU,441931.0,4477291.0,"16, 19, 51, N1",2,3
6_699,SERRANO Nº 111,441918.0,4477104.0,"16, 19, 51",2,3
6_2017,JOAQUIN COSTA-VELAZQUEZ,442165.0,4477332.0,C1,2,3
6_301,CINCA-PZA.DE CATALUÑA,442498.0,4478045.0,"7, 51",2,3
6_682,PRINCIPE DE VERGARA-PZA.CATALUÑA,442642.0,4478067.0,"16, 29, 52, N1",2,3
6_694,PRINCIPE DE VERGARA-PZA.CATALUÑA,442619.0,4478046.0,"16, 29, 52",2,3
6_462,AV.CDAD.BARCELONA-ESTACIÓN ATOCHA,441630.0,4473328.0,"10, 14, 26, 32, 37, C2, N10, N11, N13, N25, N9",2,3
6_6119,Pº PRADO-PZA DE CIBELES,441345.0,4474663.0,"E1, N2, N3",1,0
6_3994,Pº DEL PRADO-PZA.DE CIBELES,441346.0,4474673.0,"203, N27",2,3
6_5270,AV. HISPANIDAD-DIQUE SUR,451182.0,4479288.0,101,2,3
6_6176,AV.ASTURIAS-ROSARIO ROMERO,441011.0,4480388.0,177,1,0
6_2856,PEDRO RICO-HOSPITAL LA PAZ,441687.0,4481616.0,"124, 135, 137",2,3
6_5199,CTRA.COLMENAR-HOSPITAL RAMON Y CAJAL,441043.0,4482334.0,"175, 178",2,3
6_2364,HOSPITAL RAMON Y CAJAL-SAN MODESTO,441137.0,4482397.0,"125, 165, 166",2,3
6_5209,CARRETERA DE COLMENA-HOSPITAL RAMON Y CAJAL,441040.0,4482263.0,"175, 178",2,3
6_3557,AVDA.REINA VICTORIA-CUATRO CAMINOS,440354.0,4477789.0,"45, 127, F",2,3
6_1431,GTA.CUATRO CAMINOS,440485.0,4477812.0,149,2,3
6_1466,GTA.CUATRO CAMINOS,440483.0,4477788.0,C1,2,3
6_5251,AV.REINA VICTORIA-CUATRO CAMINOS,440322.0,4477816.0,127,2,3
6_5252,GTA.CUATRO CAMINOS,440493.0,4477801.0,C2,2,3
6_407,VELAZQUEZ-MARIA DE MOLINA,442189.0,4476802.0,"9, 19, 51",2,3
6_680,LOPEZ DE HOYOS-VELAZQUEZ,442121.0,4476866.0,16,2,3
6_580,MARIA DE MOLINA-VELAZQUEZ,442221.0,4476773.0,"12, N4",2,3
6_600,MARIA DE MOLINA-VELAZQUEZ,442221.0,4476753.0,"12, N4",2,3
6_601,MARIA DE MOLINA-PRINCIPE VERGARA,442477.0,4476732.0,"12, N4",2,3
6_804,VELAZQUEZ-LOPEZ DE HOYOS,442200.0,4476985.0,"16, 19, 51, N1",2,3
6_451,PEDRO DE VALDIVIA-VELAZQUEZ,442145.0,4476950.0,9,2,3
6_599,MARIA DE MOLINA-SERRANO,441856.0,4476776.0,"12, 16, N1",2,3
6_581,MARIA DE MOLINA-SERRANO,441861.0,4476799.0,12,2,3
6_845,JOAQUIN COSTA-GTA.LOPEZ HOYOS,442333.0,4477120.0,C1,2,3
6_1285,Pº. VIRGEN DEL PUERTO-MARMOL,438839.0,4473234.0,"36, 50",2,3
6_1289,VIRGEN DEL PUERTO-SEGOVIA,438932.0,4474038.0,"36, 50, 62",2,3
6_1307,Pº MELANCOLICOS-RUY GONZALEZ,439029.0,4473483.0,"36, 50, 62",2,3
6_1313,BRAVO MURILLO-DONOSO CORTES,440363.0,4476631.0,"37, 149",2,3
6_1319,PZA.LAS SALESAS,441179.0,4475259.0,37,2,3
6_1321,FCO.DE ROJAS-SAGASTA,440781.0,4475785.0,"37, 40",2,3
6_1333,POBLADURA VALLE-ARCOS JALON,447045.0,4475047.0,"38, 48, 165, 167, N6",2,3
6_1341,AV.HELLIN-ALBERIQUE,447874.0,4475883.0,"38, 153",2,3
6_135,STA.ENGRACIA-PZA.CHAMBERI,440936.0,4476219.0,"3, N23",2,3
6_1357,Pº EXTREMADURA S/N,433736.0,4471114.0,"39, N19",2,3
6_2473,AV.HISPANIDAD-CENTRO DE CARGA AEREA,450832.0,4478836.0,"101, 114",2,3
6_2746,CENTRO DE CARGA AEREA-1,450879.0,4478698.0,114,2,3
6_5668,CAÑADA REAL DE MERINAS-TRESPADERNE,450845.0,4478478.0,112,1,3
6_2839,VALENCIA DE DON JUAN-A.MARQUERIE,440665.0,4482266.0,"124, 133, N23",2,3
6_2287,PATONES-SANGENJO,440507.0,4481995.0,83,2,3
6_2006,NARCIS MONTURIOL-SANGENJO,440763.0,4481997.0,"83, N22",2,3
6_2966,ARZOBISPO MORCILLO-PARQUE NORTE,441057.0,4481602.0,132,2,3
6_2967,ARZOBISPO MORCILLO-JULIO PALACIOS,441258.0,4481640.0,132,2,3
6_2009,JULIO PALACIOS Nº 27,441292.0,4481770.0,"67, N24",2,3
6_1972,JULIO PALACIOS Nº 10,441313.0,4481773.0,"67, N24",2,3
6_1971,ARZOBISPO MORCILLO-FAC.MEDICINA,441520.0,4481578.0,"67, 132",2,3
6_2008,PEDRO RICO-JULIO PALACIOS,441271.0,4482014.0,67,2,3
6_1976,SANGENJO-FERMIN CABALLERO,440902.0,4482210.0,"67, 83",2,3
6_2005,ALFREDO MARQUERIE-F.CABALLERO,441014.0,4482267.0,67,2,3
6_2868,MORALZARZAL-ALFREDO MARQUERIE,440448.0,4482282.0,124,2,3
6_2838,MORALZARZAL-ALFREDO MARQUERIE,440451.0,4482273.0,"124, 133, N23",2,3
6_2986,NURIA-LA MASO,439995.0,4483059.0,"133, N23",2,3
6_2997,MORALZARZAL-LA MASO,439855.0,4482954.0,"133, 134",2,3
6_3483,MORALZARZAL-CERRO DEL CASTAÑAR,439692.0,4483033.0,"133, 134",2,3
6_2987,NURIA-PEÑA SIRIO,440359.0,4482757.0,"133, N23",2,3
6_3001,COSTA BRAVA-CABEZUELAS,440638.0,4483162.0,178,2,3
6_5379,COSTA BRAVA-CABEZUELAS,440646.0,4483206.0,178,2,3
6_5847,"COBOS DE SEGOVIA, 7",439107.0,4473179.0,62,1,3
6_5715,SOR ANGELA DE LA CRUZ-ORENSE,441261.0,4479151.0,11,1,2
6_5716,SOR ANGELA DE LA CRUZ-ORENSE,441201.0,4479220.0,11,1,2
6_5717,SOR ANGELA DE LA CRUZ-BRAVO MURILLO,440975.0,4479321.0,11,1,3
6_5718,SOR ANGELA DE LA CRUZ-BRAVO MURILLO,440957.0,4479283.0,11,1,3
6_706,FERNANDO EL CATOLICO-G.EL BUENO,439636.0,4476414.0,"16, 61",2,3
6_701,GRAL.MTNEZ.CAMPOS-FDEZ.DE LA HOZ,441146.0,4476494.0,"5, 16, 61",2,3
6_987,VIRGEN DEL PUERTO-CAMPO DEL MORO,438967.0,4474473.0,"25, 33, 39, 41, 62, 138, C2",2,3
6_1323,GRAL.ALVAREZ CASTRO-ELOY GONZALO,440593.0,4476437.0,149,2,3
6_1334,POBLADURA VALLE-SAN ROMAN VALLE,447236.0,4475151.0,"38, 48, 167, N6",2,3
6_1340,AV.HELLIN-ALCONERA,447834.0,4476186.0,"38, 153, 165",2,3
6_847,BRESCIA,443880.0,4476624.0,48,2,3
6_3556,SANTIAGO COMPOSTELA-PINTOR F.LLORENS,440078.0,4481671.0,127,2,3
6_3562,INDALECIO PRIETO-PZA.DAVILAS,447499.0,4472888.0,"71, 130",2,3
6_3574,AV.DOCTOR ARCE-VELAZQUEZ,442120.0,4477667.0,"16, 19",2,3
6_2915,AVDA.BURGOS-FCO.PI Y MARGALL,443547.0,4483037.0,"173, 174, 176",2,3
6_5283,AV.DE LA PESETA-CORONA,436312.0,4468443.0,"35, 118, 155, N16",2,3
6_1585,BELZUNEGUI-REAL MADRID,437373.0,4469996.0,"47, 118, N16",2,3
6_1487,AV.POBLADOS-ALISEDA,437156.0,4469679.0,"47, 118, 121, 131, 155, N16",2,3
6_5197,AV.DE LA PESETA-AV.CARABANCHEL ALTO,436053.0,4468466.0,"35, 118, 155, E1",2,3
6_1581,ANTONIA RODRIGUEZ SACRISTAN-GUAYABA,436701.0,4469610.0,"108, 118, N16",2,3
6_5968,AVDA.DE LA PESETA-AVDA.DE CARABANCHEL ALTO,436155.0,4468417.0,N16,1,0
6_5284,AV.DE LA PESETA-MARAVEDI,436561.0,4468511.0,"35, 118, 155, E1, N16",2,3
6_5909,AVENIDA DE LA PESETA-LOS MORALES,435830.0,4468483.0,118,1,0
6_1438,BRAVO MURILLO-ANIBAL,441314.0,4479802.0,"49, 66, 124, N22, N23",2,3
6_1364,SOLEDAD CAZORLA-ALDEANUEVA DE LA VERA,434265.0,4470088.0,39,2,3
6_1386,CORAZON DE MARIA-SAN NAZARIO,443630.0,4477934.0,"40, 43, 72",2,3
6_1409,GTA.SAN ANTONIO DE LA FLORIDA,438580.0,4475369.0,"41, 46, 75, N20",2,3
6_1413,RIBERA MANZANARES Nº 131,437890.0,4475921.0,"41, 75",2,3
6_142,SINESIO DELGADO-AV.ASTURIAS,440600.0,4480749.0,42,2,3
6_1420,Pº FLORIDA Nº 35,438721.0,4475183.0,"41, 46, 75",2,3
6_1423,RONDA DE SEGOVIA-SEGOVIA,439251.0,4474084.0,"41, 62, C2",2,3
6_1447,AV.BETANZOS-LA BAÑEZA,439798.0,4481069.0,"42, 49, 126, 128, 147",2,3
6_3365,SEPULVEDA-HIGUERAS,436911.0,4473116.0,"138, N18",2,3
6_3371,CARAMUEL-ANTILLON,438441.0,4473791.0,"138, N18",2,3
6_3375,MIRABEL-PZA.CUACOS DE YUSTE,433858.0,4470186.0,"138, N19",2,3
6_338,SERRANO-SEGRE,442223.0,4478122.0,"7, 51, N1",2,3
6_3389,ILLESCAS-CAMARENA,436010.0,4471724.0,31,2,3
6_3399,AV.OROVILLA-GENEROSIDAD,441540.0,4468162.0,"123, N13",2,3
6_3416,ALEJANDRO CASONA-DR.REINOSA,438145.0,4481596.0,82,2,3
6_3428,DR.RAMON CASTROVIEJO-J.LORENZO,438696.0,4480787.0,"42, 137",2,3
6_3441,SAN GERMAN-INFANTA MERCEDES,440899.0,4478890.0,126,2,3
6_3447,PZA.DE LOS TRES OLIVOS,441602.0,4483764.0,"66, 137",2,3
6_3459,GTA.FUENTE DE LA CARRA,441910.0,4483499.0,"66, 137, N24, SE704",2,3
6_3469,MARCOS ORUETA Nº 5,442059.0,4481960.0,"124, 137",2,3
6_3471,JUAN XXIII-AV.MONCLOA,439239.0,4477826.0,132,2,3
6_3476,COSTA BRAVA-VALLE FUENFRIA,440178.0,4483523.0,"134, 178",2,3
6_5783,PRINCIPE-PZA.CANALEJAS,440683.0,4474397.0,"2, M1, SE712",1,1
6_5784,CRUZ-PZA.CANALEJAS,440664.0,4474403.0,"2, M1, SE712",1,1
6_5785,PRINCIPE-PZA.STA.ANA,440699.0,4474194.0,"2, M1, SE712",1,0
6_5788,ATOCHA-PZA.BENAVENTE,440460.0,4474165.0,"2, M1, SE712",1,0
6_5790,PZA.TIRSO DE MOLINA,440312.0,4473984.0,"2, 50, 65, M1, SE712",1,0
6_5791,OLIVAR-CABEZA,440568.0,4473945.0,M1,1,0
6_5792,OLIVAR-SAN CARLOS,440570.0,4473764.0,M1,1,0
6_5960,LISBOA-FERRAZ,438713.0,4476204.0,74,1,0
6_2536,AV.POBLADOS-AV.CARABANCHEL BAJO,436699.0,4469886.0,"47, 121, 131",2,3
6_2819,ANTONIA RGUEZ.SACRISTAN-CENTRO DE SALUD,436645.0,4469660.0,"47, 121, 131",2,3
6_2826,CAMARENA Nº 125,435980.0,4471552.0,"31, 121, N18",2,3
6_1006,ILLESCAS-ESCALONA,435228.0,4472171.0,"25, 121",2,3
6_1500,SAN FCO.DE SALES-GUZMAN EL BUENO,439725.0,4477362.0,"44, N21",2,3
6_1505,DR.FEDERICO RUBIO Y GALI-AV.PABLO IGLESIAS,439662.0,4478486.0,44,2,3
6_1511,MARQUES DE VIANA-Pº DE LA DIRECCION,440264.0,4479713.0,44,2,3
6_1520,DR.FEDERICO RUBIO-ALMANSA,439983.0,4478056.0,"44, 127, N21",2,3
6_1542,AV.VALLADOLID-BRIGADA TRAFICO,438228.0,4475806.0,"46, N20",2,3
6_1544,AV.VALLADOLID-PTE.FRANCESES,437901.0,4476305.0,"46, N20",2,3
6_155,ARCOS DE JALON-ALBERICIA,447867.0,4475260.0,4,2,3
6_5778,CTRA.FUENCARRAL ALCOBEND-ISABEL COLBRAND,443228.0,4485424.0,T61,1,8
6_5779,CTRA.FUENCARRAL A ALCOBENDAS-M40,443366.0,4485550.0,T61,1,0
6_5804,Pº CASTELLANA-ARZOBISPO MORCILLO,441930.0,4481298.0,"67, 124, 134, 135",1,0
6_3493,DARIO APARICIO-VIÑAS DE EL PARDO,434780.0,4480636.0,161,2,3
6_3495,CºVIEJO DE VICALVARO-PZA.ALONSO,447692.0,4473154.0,100,2,3
6_3504,VALDETORRES DE JARAMA-PZA.SANTOS HUMOSA,445149.0,4480633.0,"120, 125, 172, 172SF",2,3
6_3519,PTO.SERRANO-PTO.MIRAVETE,441724.0,4470996.0,62,2,3
6_3526,CAPITAN BLANCO ARGIBAY-MUNDILLO,441018.0,4479806.0,"49, N22",2,3
6_3542,POBLADURA VALLE-ALCONERA,447663.0,4475504.0,"48, 167, N6",2,3
6_3643,LUCANO-CANAL DEL BOSFORO,448236.0,4476963.0,"28, 48, 140, N5",2,3
6_3509,RAMON PEREZ DE AYALA Nº 60,444779.0,4472730.0,141,2,3
6_3515,SANTOS INOCENTES-MOGAMBO,444110.0,4470343.0,"57, 144",2,3
6_3521,PTO.BEJAR-PTO.MIRAVETE,441663.0,4471152.0,62,2,3
6_3527,OCAÑA Nº 21,435783.0,4470896.0,17,2,3
6_1469,AVDA.GRAL.PERON-CAPITAN HAYA,441311.0,4478381.0,43,2,3
6_1485,PEDRO LABORDE-AV.BUENOS AIRES,444725.0,4470795.0,310,2,3
6_3588,ESTAFETA-CARABELOS,441315.0,4469797.0,"23, 78, 123, N12",2,3
6_3595,AV.DE LOS ANDES-AÑIL,447689.0,4478918.0,"104, 112, 122",2,3
6_3601,HACIENDA PAVONES-LUIS HOYOS SAINZ,446636.0,4472491.0,"8, 30, 71, E4, N8",2,3
6_3609,FCO.LARGO CABALLERO-PASO ELEVADO,446436.0,4475125.0,70,2,3
6_3129,PºCASTELLANA-RAIMUNDO F.VILLAVERDE,441370.0,4477619.0,"14, 27, 40, 147, 150",2,3
6_1120,PRINCIPE DE VERGARA-PADILLA,442445.0,4475992.0,"29, 52, N2",2,3
6_5002,BATALLA DEL SALADO-EMBAJADORES,440992.0,4472316.0,"8, 19, 45, 47, 86, 247",2,3
6_3887,MINERVA-OMEGA,449039.0,4472540.0,"71, 100, N7",2,3
6_2437,MINERVA-CALIZA,448770.0,4472284.0,"71, 100, E3",2,3
6_5521,CASTIELLO DE JACA-VILLAVA,442908.0,4483636.0,176,2,3
6_5973,GLORIETA LALIN-FROMISTA,443288.0,4485018.0,N24,1,0
6_5983,JACOMETREZO-PZA. DE SANTO DOMINGO,440151.0,4474837.0,148,1,0
6_5985,SAN BERNARDO-PZA. DE SANTO DOMINGO,440017.0,4474915.0,44,1,0
6_5986,SAN BERNARDO-GRAN VIA,440028.0,4474943.0,133,1,0
6_5990,VALLE DE ORO-CNO.VIEJO DE LEGANES,438418.0,4471250.0,"55, 81, 108, N17",1,0
6_3916,MINERVA-OMEGA,449045.0,4472589.0,"71, 100, E3, N7",2,3
6_3668,MINERVA-MOLINO VIEJO,448604.0,4472098.0,71,2,3
6_3438,RAIMUNDO FERNANDEZ VILLAVERDE,441439.0,4477727.0,126,2,3
6_2248,FRESNEDILLAS-SIGUERO,437438.0,4481509.0,"82, N20",2,3
6_2249,GABRIELA MISTRAL-LEOPOLDO ALAS CLARIN,437619.0,4481514.0,"82, N20",2,3
6_2253,FRESNEDILLAS-SIGUERO,437417.0,4481495.0,82,2,3
6_5345,RESINA-SAN ERASMO,440117.0,4465497.0,T41,2,3
6_5375,AVDA. STO. DOMINGO DE LA CALZADA,443369.0,4484565.0,"170, T61",2,3
6_859,GENOVA-PZA.COLON,441401.0,4475472.0,"21, C03, N23, N25, N26",2,3
6_583,Pº CASTELLANA-VITRUVIO,441500.0,4477081.0,"12, 45",2,3
6_1535,AGUSTIN BETANCOURT-C.BORDIU,441170.0,4477314.0,45,2,3
6_1989,LEOPOLDO ALAS CLARIN-DR.REINOSA,438000.0,4481687.0,82,2,3
6_1990,A.RGUEZ.CASTELAO-DR.REINOSA,438062.0,4481668.0,82,2,3
6_5481,DISTRITO C EDIFICIO OESTE,443645.0,4485348.0,"172, T61",2,3
6_568,ARGENTONA-AV.VALDEMARIN,434834.0,4479746.0,161,2,3
6_1717,ARGENTONA-AV.VALDEMARIN,434839.0,4479756.0,161,2,3
6_1318,Pº RECOLETOS-BARBARA BRAGANZA,441379.0,4475195.0,37,2,3
6_188,Pº RECOLETOS-BIBLIOTECA NACIONAL,441523.0,4475226.0,"5, 14, 27, 45, 53, 150, C03, N1, N22, N23, N24, N25, N26, N4",2,3
6_14,SERRANO-MUSEO ARQUEOLOGICO,441709.0,4475133.0,"1, 9, 19, 51, 74, N4",2,3
6_230,Pº CASTELLANA-MINISTERIO INTERIOR,441593.0,4475832.0,"5, 14, 27, 45, 150, N1, N22, N24, N25, N26",2,3
6_190,Pº CASTELLANA-MARQUES VILLAMAGNA,441669.0,4475820.0,"5, 14, 27, 45, 150, N1, N22, N24",2,3
6_1026,MENENDEZ PELAYO-PZA.MARIANO CAVIA,442549.0,4473465.0,"26, 63, 152, C2",2,3
6_1040,Pº INFANTA ISABEL-MINISTERIO DE AGRICULTURA,441522.0,4473517.0,"26, 32, 37",2,3
6_105,GRAL.ALVAREZ CASTRO-VIRIATO,440512.0,4476618.0,3,2,3
6_1051,Pº CASTELLANA-SAN GERMAN,441567.0,4478891.0,"5, 27, 40, 147, N22, N24",2,3
6_1061,CONCEJAL FCO.J.JIMENEZ-CARBONERAS,436519.0,4472644.0,"55, N18",2,3
6_1077,FENELON-LAS MUSAS,448503.0,4476815.0,"28, 48",2,3
6_11,J.ORTEGA Y GASSET-CLAUDIO COELLO,441923.0,4475971.0,"1, 74",2,3
6_1112,ARTURO SORIA-CTA.SGDO.CORAZON,443613.0,4480078.0,"29, 107, N1",2,3
6_1113,CAIDOS DIVISION AZUL-CTE.FRANCO,443081.0,4479986.0,"29, 70, 107, N1",2,3
6_1128,ARROYO DE LA MEDIA LEGUA,444403.0,4473649.0,"30, 32, 113, N8",2,3
6_2891,ARTURO SORIA-DALIA,443575.0,4481476.0,"125, 129, 150",2,3
6_2645,ALCALA-EMILIO FERRARI,445498.0,4476450.0,"38, 109, 113, N5",2,3
6_1348,ALCALA-BOLDANO,445773.0,4476648.0,"38, 109, 113, N5",2,3
6_3827,DALIA-ARTURO SORIA,443571.0,4481429.0,29,2,3
6_1592,AV.ABRANTES-PORTALEGRE,438649.0,4470807.0,"47, 108",2,3
6_1568,AV.ABRANTES-PORTALEGRE,438698.0,4470862.0,"47, 247",2,3
6_2155,ALCALA Nº 640-CANILLEJAS,448527.0,4477988.0,"77, N5",2,3
6_391,FERNANDO EL CATOLICO-HILARION ESLAVA,439294.0,4476437.0,"16, 61",2,3
6_1844,EMBAJADORES-Pº STA.Mª CABEZA,440701.0,4472828.0,"60, 78, 148, N17",2,3
6_243,Pº STA.Mª CABEZA-EMBAJADORES,440796.0,4472767.0,"6, 55, 59, 85, N14",2,3
6_3,CARTAGENA-CLARA DEL REY,442965.0,4476972.0,"1, 72",2,3
6_393,MENDEZ ALVARO Nº 57,442176.0,4472361.0,"8, 102, 152, N11, N13",2,3
6_569,AVDA.AMERICA-FRANCISCO SILVELA,442699.0,4476781.0,"72, N4",2,3
6_551,TORRELAGUNA-SORZANO,444187.0,4478247.0,53,2,3
6_552,TORRELAGUNA-JOSE SILVA,444108.0,4478526.0,53,2,3
6_1281,Pº STA.Mª CABEZA Nº 4,441219.0,4473365.0,"36, 41, 119",2,3
6_1531,AV.REINA VICTORIA-AV.PABLO IGLESIAS,440140.0,4477808.0,"45, 127, C1, F",2,3
6_2548,AV.GUADALAJARA-PZA.ALSACIA,447275.0,4474620.0,"106, 140, E2, N7",2,3
6_6139,RAIMUNDO FDEZ.VILLAVERDE-PONZANO,440834.0,4477753.0,"149, C1",1,0
6_6085,PORTALEGRE-AV.OPORTO,438667.0,4470941.0,108,1,0
6_1252,GRAL.RICARDOS-GTA.VALLE DE ORO,438046.0,4471368.0,"34, 35, N26",2,3
6_6084,PORTALEGRE-AV.OPORTO,438710.0,4471028.0,108,1,0
6_2031,JORGE JUAN,442800.0,4475166.0,C2,2,3
6_2615,PADRE AMIGO-MORENO,437322.0,4470249.0,108,2,3
6_4029,PADRE AMIGO-MORENO,437333.0,4470254.0,108,2,3
6_2614,SOMBRA Nº25,437202.0,4470379.0,108,2,3
6_1247,EUGENIA DE MONTIJO Nº 55,436776.0,4470405.0,34,2,3
6_1265,AVDA.NTRA.SRA.DE FATIMA-CODORNIZ,436562.0,4470444.0,"35, N17",2,3
6_1277,AVDA.NTRA.SRA.DE FATIMA-CODORNIZ,436578.0,4470449.0,"35, N17",2,3
6_6083,INTERCAMBIADOR DE ALUCHE,435565.0,4470987.0,155,1,0
6_1090,AGUSTIN DE FOXA-JOSE VASCONCELOS,442005.0,4480369.0,5,2,3
6_1098,JULIA GARCIA BOUTAN-NIZA,448656.0,4475873.0,"38, N6",2,3
6_3150,FUENCARRAL-ALBURQUERQUE,440457.0,4476084.0,149,2,3
6_3163,FUENCARRAL-GTA.QUEVEDO,440389.0,4476261.0,"3, 37, 149, N23",2,3
6_3170,RAFAEL SALGADO-Pº CASTELLANA,441619.0,4478593.0,150,2,3
6_3176,FRAY B.SAHAGUN-MENENDEZ PIDAL,442268.0,4479351.0,150,2,3
6_3182,PADRE DAMIAN-PEDRO MUGURUZA,441999.0,4479398.0,150,2,3
6_3183,PADRE DAMIAN-ALBERTO ALCOCER,441978.0,4479187.0,150,2,3
6_738,"OCAÑA,100",436161.0,4470985.0,"17, N26",2,3
6_864,ALBERTO AGUILERA-GALILEO,439867.0,4475952.0,"2, 21, C03",2,3
6_902,Pº ALBERTO PALACIOS-PZA.AGATA,439871.0,4466671.0,"22, 79",2,3
6_920,ANTONIO LOPEZ-MARIBLANCA,440396.0,4471663.0,"23, N15",2,3
6_953,SIERRA MOLINA-AV.SAN DIEGO,443393.0,4471203.0,24,2,3
6_1170,SEGOVIA-COSTANILLA SAN ANDRES,439757.0,4474123.0,"31, 50, 65",2,3
6_3419,RIBADAVIA Nº 27,440073.0,4480656.0,42,2,3
6_1758,OCA-MATILDE HERNANDEZ,437799.0,4471472.0,"55, N16, N26",2,3
6_1803,CARLOS MARTIN ALVAREZ-ARROYO OLIVAR,443970.0,4471653.0,57,2,3
6_1806,REAL DE ARGANDA-SIERRA TORCAL,447684.0,4470259.0,"58, N9",2,3
