,IDESTACION,latitude,longitude,DENOMINACION,LINEAS,ACONDICIONAMIENTOVIAJEROS
257,6_3584,40.399776012632685,-3.624215631705516,JOSE PRAT-LADERA ALMENDROS,"8, 71, E4",2
258,6_3587,40.39962501633852,-3.6204669250421304,JOSE PRAT-INDALECIO PRIETO,"130, E4",2
259,6_3589,40.47556690632388,-3.719141621518104,CHANTADA-CESAR MANRIQUE,42,2
260,6_3590,40.47504867887144,-3.717000809863537,CHANTADA-CANDIDO MATEOS,42,2
261,6_3591,40.47519244662252,-3.7170613250498183,CHANTADA-CANDIDO MATEOS,42,2
262,6_3593,40.45645401825869,-3.6204822636045515,AV.LOS ANDES-AV.ARROYO DEL SANTO,"104, 112, 122, 153",2
263,6_3594,40.458725537421685,-3.616882304540213,AV.DE LOS ANDES-AÑIL,"104, 112, 122",2
264,6_3596,40.47944282548916,-3.66774405001403,ARTURO SORIA-CALERUEGA,"125, N1",2
265,6_3598,40.43134808976752,-3.7049591579132057,GTA.DE RUIZ JIMENEZ,"3, 147",2
266,6_3599,40.36373577329481,-3.698895435539083,LA CORTE DEL FARAON-E.BARREIROS,116,2
267,6_3603,40.40263051790581,-3.6344002561950757,HACIENDA DE PAVONES-FTE.CARRANTONA,"71, E4",2
268,6_3604,40.402684957534056,-3.6343300600937307,HACIENDA DE PAVONES-FTE.CARRANTONA,"71, E4, N8",2
269,6_3606,40.397114832661856,-3.6761093843076016,ESTACION DE MENDEZ ALVARO,113,2
270,6_3607,40.47420737140225,-3.6505865082188516,AV.SAN LUIS-SOLSONA,"107, 125, 172, 172SF",2
271,6_3608,40.40107155049141,-3.6849989250869157,RAMIREZ DE PRADO-JUAN MARIANA,8,2
272,6_3611,40.46348325024966,-3.618388426990475,RIBERA DEL LOIRA Nº 52,104,2
273,6_3612,40.445608270287366,-3.6236253233375924,AV.25 SEPTIEMBRE-PZA.ENSIDESA,104,2
274,6_3613,40.449248779057484,-3.6251330568348026,GTA.RICARDO VELAZQUEZ BOSCO,104,2
275,6_3614,40.446948001863106,-3.6241093967123077,AV.25 SEPTIEMBRE-PZA.J.A.SUANCES,104,2
276,6_3618,40.42834709908311,-3.60322411630116,SUECIA-BUCAREST,"38, 140, N6",2
277,6_3619,40.377404208532184,-3.711924077598535,R.BELTRAN ROZPIDE-RAFAELA YBARRA,78,2
278,6_5483,40.504885517753536,-3.6659308881401644,VALCARLOS - Pº SAN MILLAN DE LA COGOLLA,175,2
279,6_5485,40.50522431144237,-3.6681058891905614,Pº.SAN MILLAN DE LA COGOLLA-SIERRA ATAPUERCA,175,2
280,6_1887,40.38200287394797,-3.6035056032790593,FUENTESPINA,"58, 63",2
281,6_1892,40.39807238747361,-3.6408503016055422,"ARROYO FONTARRON, 301","63, N9",2
282,6_1894,40.401478711220854,-3.64554919154487,ARROYO FONTARRON-E.PALACIOS,"63, 143, N9",2
283,6_1895,40.40289822665361,-3.6478607415389077,AVDA.MEDITERRANEO-MORATALAZ,"63, 143, 145, E, N9",2
284,6_1902,40.46030432687622,-3.7135533401427936,FCOS.RODRIGUEZ-INST.VIRGEN DE LA PALOMA,64,2
285,6_1904,40.4638903231127,-3.7178493500005434,ANTONIO MACHADO-A.MARTIN ALZAGA,64,2
286,6_1773,40.3991637201244,-3.701182440202702,Pº. STA.Mª CABEZA-Pº.CHOPERA,"55, 60, E1, N17",2
287,6_3060,40.396132048814124,-3.6430825308613195,MALGRAT MAR-PONT MOLINS,54,2
288,6_1703,40.458391148973774,-3.6704605463610394,VICTOR SERNA-COLOMBIA,52,2
289,6_1704,40.46060743714213,-3.670447196292041,PARAGUAY-COSTA RICA,52,2
290,6_1705,40.46296002268157,-3.668677739854331,STA.Mª MAGDALENA-CTE.AZCARRAGA,52,2
291,6_1708,40.46059187751153,-3.6731244224621498,PUERTO RICO,52,2
292,6_1709,40.459122880093474,-3.6732159095561894,PTO.RICO-COLOMBIA,52,2
293,6_1710,40.45714232271727,-3.6729720534701844,PTO.RICO-URUGUAY,52,2
294,6_1713,40.43759782115081,-3.6627433238176232,BIARRITZ,"43, 53, 74, N3",2
295,6_1715,40.4426495728866,-3.6552463777469044,AV.BADAJOZ-TANATORIO,"53, 122, N3",2
296,6_1718,40.43733150157142,-3.6636250011793337,LUIS CALVO-MTNEZ.IZQUIERDO,"53, 74",2
297,6_1720,40.39704295893938,-3.66206269484956,AV.ALBUFERA-SIERRA CARBONERA,"54, 57, 58, 136, N10, N25",2
298,6_1721,40.395795226041606,-3.6596938096696157,AV.ALBUFERA-SIERRA DEL CADI,"54, 58, 136, N25",2
299,6_1722,40.39411918152924,-3.656590299375896,AV.ALBUFERA-PAYASO FOFO,"54, 58, 103, 136, N25",2
300,6_1724,40.39299851912021,-3.6492387090625726,AVDA. ALBUFERA,"58, 103, 143",2
301,6_3169,40.46902819343115,-3.652011039846869,GRAN VIA HORTALEZA-LOPEZ DE HOYOS,87,2
302,6_3171,40.45631061822504,-3.6857247304592793,PADRE DAMIAN-SANTIAGO BERNABEU,150,2
303,6_3173,40.46095988878291,-3.684097158488329,PADRE DAMIAN-ALBERTO ALCOCER,150,2
304,6_3175,40.4643245010915,-3.683376395432044,FRAY.B.SAHAGUN-PZA.M.MOLAS,150,2
305,6_3177,40.46209658385032,-3.6792491957108853,ALFONSO XIII-PZA.PRESIDENTE CARDENAS,150,2
306,6_3178,40.4624065578221,-3.6755487054568032,PZA.PERU-AV.PIO XII,150,2
307,6_3180,40.463005591141915,-3.6809332490932056,FRAY.B.SAHAGUN-MENENDEZ PIDAL,150,2
308,6_3181,40.46460355338524,-3.6834146095921465,FRAY.B.SAHAGUN-PZA.M.MOLAS,150,2
309,6_3185,40.456300280311076,-3.68594870894758,PADRE DAMIAN-SANTIAGO BERNABEU,150,2
310,6_3188,40.45283919799869,-3.658340839189762,TORRELAGUNA-RAFAEL BERGAMIN,53,2
311,6_3189,40.46610950467147,-3.6599094580924643,EMETERIO CASTAÑOS-MANUEL URIBE,87,2
312,6_3191,40.471810636835116,-3.6377168761927443,AYACUCHO-MAR ADRIATICO,"120, 125",2
313,6_3199,40.48193452802981,-3.6558169930115585,CUEVAS DE ALMANZORA-MOJACAR,"129, N1",2
314,6_3200,40.483584586978914,-3.658735522488915,ROQUETAS DE MAR-TIJOLA,"129, N1",2
315,6_3207,40.40059618718545,-3.6676949759843653,PTE.VALLECAS-M30,"58, 111",2
316,6_3072,40.39710564702498,-3.651022124366886,PIO FELIPE-BENJAMIN PALENCIA,"54, 141, 143, N10",2
317,6_3073,40.40133944277633,-3.6622108435057337,MENDIVIL-DOCTOR SALGADO,141,2
318,6_3074,40.40115741620901,-3.6593808391161926,SIERRA TOLEDANA-CAMINO VALDERRIBAS,141,2
319,6_3076,40.40383418441594,-3.6560247434143833,BALTASAR SANTOS-PTO.NAVACERRADA,141,2
320,6_3077,40.40466744668132,-3.653652289960346,MARISMAS-MARUJA GARCIA ROMERO,141,2
321,6_3078,40.40333341867683,-3.652178090846706,MARISMAS-RAMON PEREZ AYALA,141,2
322,6_3079,40.401431431721,-3.6491665218101335,RAMON PEREZ DE AYALA Nº 94,141,2
323,6_5486,40.50796673022444,-3.670576309306183,Pº.SAN MILLAN DE LA COGOLLA-AV.CNO.SANTIAGO,175,2
324,6_1997,40.485421248774166,-3.713559692018472,VENTISQUERO CONDESA-C.HERRERA ORIA,"64, N21",2
325,6_1999,40.483415154538115,-3.713090100512935,FERMIN CABALLERO-AV.BETANZOS,"67, 83, 127, 133",2
326,6_2004,40.4891088558411,-3.699816807847642,VALENCIA DE DON JUAN-ALFREDO MARQUERIE,"67, 133, N23",2
327,6_2013,40.47805835998231,-3.685710003125501,Pº. CASTELLANA-MONFORTE DE LEMOS,"67, 124, 134, 135, 173, 175, 176, 178, N24",2
328,6_2018,40.441012684866486,-3.6781997575317953,FCO.SILVELA-PRINCIPE VERGARA,C1,2
329,6_2019,40.42661631909829,-3.6720193201360285,GOYA-LOMBIA,"30, C1",2
330,6_2025,40.4504270909026,-3.7155597729259,Pº JUAN XXIII-BEATRIZ BOBADILLA,C2,2
331,6_2027,40.447327787694604,-3.7184985587526582,PZA.MARQUES DE COMILLAS,C2,2
332,6_2028,40.44478097568977,-3.7180587238759797,ISAAC PERAL-JULIAN ROMEA,C2,2
333,6_2033,40.441588674250326,-3.678299876619715,FCO.SILVELA-PRINCIPE VERGARA,C2,2
334,6_2035,40.448340604436304,-3.6912805227061445,RAIMUNDO FDEZ.VILLAVERDE-Pº CASTELLANA,C2,2
335,6_2037,40.45859035117549,-3.656156062002438,ARTURO SORIA-CELESTE,"11, 70, N3",2
336,6_1907,40.47171155596524,-3.7248336161095206,JUAN J.LOPEZ IBOR-ISLA CRISTINA,64,2
337,6_1910,40.479252352560046,-3.727651821159217,ISLAS ALEUTIANAS-AV.C.HERRERA ORIA,64,2
338,6_1645,40.43778375483776,-3.6648792563817962,AZCONA-VILLAFRANCA,"43, 48, N3",2
339,6_5562,40.37418276533476,-3.679849828806662,EMBAJADORES-PQUE.LINEAL MANZANARES,T32,2
340,6_3518,40.3927085129286,-3.692997153069988,Pº MOLINO-PZA.LEGAZPI,"62, 148, 156, 180, N13, T32",2
341,6_3138,40.3924916726733,-3.693100974708862,Pº MOLINO-PZA.LEGAZPI,"156, 180, T32",2
342,6_3799,40.435732576364124,-3.7171489252230443,PZA.MONCLOA,"1, 1, 44, 138, C1",2
343,6_3800,40.46265088880833,-3.6753624333931763,AV.PIO XII-PZA.PERU,"16, 29",2
344,6_3803,40.35751611923185,-3.685912236320905,CTRA. DE VILLAVERDE A VALLECAS-COALICION,"123, 130",2
345,6_3804,40.357524638924126,-3.6859947591538353,CTRA. DE VILLAVERDE A VALLECAS-COALICION,"123, 130",2
346,6_3805,40.400920920850076,-3.6691829946622168,AV.CDAD.BARCELONA-M30,"10, 136, 310, N10, N25",2
347,6_3808,40.375534152799844,-3.656456979618738,ESTEBAN CARROS-COOP.ELECTRICA,102,2
348,6_3809,40.3768216596746,-3.655008753598115,PADRE LLANOS-ESTEBAN CARROS,102,2
349,6_1532,40.44506728934458,-3.702248833483267,CRISTOBAL BORDIU-STA.ENGRACIA,45,2
350,6_1533,40.44495640119913,-3.699736008119929,CRISTOBAL BORDIU-ALENZA,45,2
351,6_1534,40.44480468102083,-3.6965152573372135,CRISTOBAL BORDIU-ALONSO CANO,45,2
352,6_1537,40.393901842663,-3.693810629152545,Pº DELICIAS-PZA.LEGAZPI,"8, 19, 45, 47, 59, 62, 76, 85, 86, 247",2
353,6_1541,40.428818511092494,-3.7264713535030425,AVDA. VALLADOLID,46,2
354,6_1543,40.43395126534288,-3.7311364619085574,AVDA. VALLADOLID,46,2
355,6_1545,40.437983976125366,-3.730236894736711,MARTIN FIERRO-OBISPO TREJO,U,2
356,6_1547,40.44141602897785,-3.7260055981385247,AV.JUAN HERRERA-PZA.C.CISNEROS,"46, U",2
357,6_1550,40.44158674405262,-3.726078182478127,AV.JUAN HERRERA-PZA.C.CISNEROS,"46, 160, 161",2
358,6_3351,40.40378334435935,-3.734875658393125,CONCEJAL FCO.J.MARTIN-GOTARRENDURA,119,2
359,6_1554,40.43350196405626,-3.73095474726728,AVDA. VALLADOLID,46,2
360,6_1555,40.43074203858551,-3.728602353343484,AV.VALLADOLID-BRIGADA TRAFICO,"46, N20",2
361,6_3147,40.471171470261,-3.642512002035745,GRAN VIA HORTALEZA-GTA.SANDRO PERTINI,87,2
362,6_3151,40.43497418561418,-3.7027451114087118,FUENCARRAL-GTA.QUEVEDO,149,2
363,6_3153,40.454125007736884,-3.694182031179839,GRAL.PERON-ORENSE,"43, 149",2
364,6_3155,40.458568213297085,-3.6908781912988737,JOAN MARAGALL-SAN GERMAN,149,2
365,6_3157,40.46373377656305,-3.6903059703753094,JOAN MARAGALL-ROSARIO PINO,149,2
366,6_3159,40.46412380273866,-3.6913715348609557,ROSARIO PINO-CAPITAN HAYA,149,2
367,6_3160,40.461852023037636,-3.693129263859509,ORENSE-SOR ANGELA CRUZ,149,2
368,6_3161,40.38365706825728,-3.7869063370403757,AV.AVIACION-Pº EXTREMADURA,"39, N19",2
369,6_1807,40.38193822210355,-3.6123760609106346,ENRIQUE Gª ALVAREZ-M.MONTJUICH,"58, N9",2
370,6_1810,40.38732513324018,-3.609067017548321,AV.STA.EUGENIA Nº 13,"58, 63",2
371,6_1811,40.38423060511287,-3.6030306694193603,AV.STA.EUGENIA-VIRGEN DE LAS VIÑAS,"58, 63",2
372,6_1812,40.381140525008774,-3.6064666654085777,FUENTESPINA-AV.STA.EUGENIA,"58, 63",2
373,6_1813,40.382438249162554,-3.6081040826974378,AV.STA.EUGENIA-VIRGEN DE LAS VIÑAS,"58, 63",2
374,6_1817,40.381811414142945,-3.612504502514874,ENRIQUE Gª ALVAREZ-M.MONTJUICH,58,2
375,6_1820,40.381767948651614,-3.6206564845001052,PZA.SIERRA DE GADOR,"54, 58, 103, 142",2
376,6_1822,40.377506105216725,-3.6190741755924,CONGOSTO-LA REVOLTOSA,"54, N9",2
377,6_1825,40.37985560779037,-3.6177409177608073,MONTES DE BARBANZA-SIERRA EJE,"54, 103, 142",2
378,6_1831,40.34633530410985,-3.6920395495417044,MARIA DROC-SAN DALMACIO,"59, 79, N13",2
379,6_1834,40.34379297712108,-3.690824367990712,ROCAFORT-MONCADA,"59, 79, N13",2
380,6_1772,40.39339288680058,-3.706448439357014,Pº STA.Mª CABEZA-MARIBLANCA,"55, 60, N17",2
381,6_1488,40.45438934228226,-3.6676610778581606,AV.RAMON Y CAJAL-MOSTOLES,"43, 120",2
382,6_1490,40.45362138411291,-3.6727010563963427,AV.RAMON Y CAJAL-V.DE LA SERNA,"43, 120",2
383,6_1493,40.453982485442076,-3.687882853645479,CONCHA ESPINA-ESTADIO SANTIAGO BERNABEU,"43, 120, 150",2
384,6_1494,40.45424675488999,-3.691907136455244,AVDA.GRAL.PERON-CAPITAN HAYA,43,2
385,6_1378,40.46063908937539,-3.6880569005712815,PZA.DE CUZCO,"11, 40",2
386,6_1380,40.46033763235849,-3.681153995613998,ALBERTO ALCOCER-Pº DE LA HABANA,"11, 40",2
387,6_1381,40.46041703952439,-3.6768379755448586,ALBERTO ALCOCER-BOLIVIA,"11, 40",2
388,6_1385,40.45002852744556,-3.666179198294614,SAN NAZARIO Nº 1,40,2
389,6_1387,40.45275884677635,-3.6660764356253397,AV.ALFONSO XIII-PRADILLO,"40, 43",2
390,6_1389,40.45691508589259,-3.6655395741485353,AV.ALFONSO XIII-AV.ALHELIES,40,2
391,6_1390,40.45949984001684,-3.665683025863919,AV.ALFONSO XIII-AV.ASTER,40,2
392,6_2625,40.38779908720399,-3.72666664102845,Cº VIEJO LEGANES-AV.OPORTO,"118, N16",2
393,6_2626,40.38587272524148,-3.727847657250539,Cº VIEJO LEGANES-PELICANO,"118, N16",2
394,6_2628,40.382740196442874,-3.7302879529806297,Cº VIEJO LEGANES-WENCESLAO,118,2
395,6_2630,40.378651523988324,-3.732906150537446,Cº VIEJO LEGANES-AV.ABRANTES,"118, N16",2
396,6_2631,40.38130682250022,-3.7389431153962387,MARIA ODIAGA-PADRE AMIGO,108,2
397,6_2632,40.38050133996778,-3.740925239012211,MARIA ODIAGA-WITERICO,108,2
398,6_2636,40.371406453644866,-3.743063636461073,AGUACATE-SECOYA,"108, 118, N16",2
399,6_2637,40.42607139160387,-3.6328875207951112,GANDHI-LUIS RUIZ,109,2
400,6_2638,40.42589533525884,-3.6354204152320593,GANDHI-SAN TELESFORO,109,2
401,6_2639,40.42661120281677,-3.637938146140856,FERNANDO GABRIEL-ARRIAGA,109,2
402,6_2642,40.42885768824238,-3.640611919221346,EZEQUIEL SOLANA-PEDRO ANTONIO ALARCÓN,109,2
403,6_2644,40.434262565715045,-3.6407103713642472,EMILIO FERRARI-VITAL AZA,109,2
404,6_2646,40.435074382284576,-3.6323470479659665,JULIAN CAMARILLO-AV.INSTITUCION L.ENSEÑANZA,105,2
405,6_2648,40.436280013098,-3.627677556169403,JULIAN CAMARILLO-SANTA LEONOR,105,2
406,6_2656,40.43666326447552,-3.6082268507577044,AV. ARCENTALES-AV.NIZA,"38, 140, 167",2
407,6_2657,40.43371896952234,-3.6044746942761683,SUECIA-MARIA SEVILLA DIAGO,140,2
408,6_2660,40.43354498000367,-3.6101558802689713,AV.CANILLEJAS A VICALVARO-HINOJAL,"48, 167",2
409,6_2664,40.438018868480434,-3.622659098209787,JULIAN CAMARILLO-MIGUEL YUSTE,105,2
410,6_2668,40.43705303563366,-3.64275304008977,ALCALA-HERMANOS DE PABLO,"38, 109, 113, N5",2
411,6_2600,40.409661968687296,-3.6135583576687953,AV. DAROCA-CASALARREINA,"4, E3, E5",2
412,6_2531,40.42137719559946,-3.6146078073230723,AQUITANIA-REPUBLICA ESLOVACA,"106, 140, 159, E2, N7",2
413,6_2533,40.42374694508749,-3.6077214829829027,SUECIA-RUMANIA,"140, 153, E2",2
414,6_2534,40.37878709087032,-3.667361818178149,SERENA-BARROS,102,2
415,6_2538,40.48600406410125,-3.684221585803389,SAN MODESTO - ISIDRO FERNANDEZ,"124, 137, N24",2
416,6_2540,40.48877207373025,-3.6883913417994525,VIRGEN ARANZAZU-ANGEL MUGICA,"124, 137, N24",2
417,6_2541,40.487670238275676,-3.688852057933055,VIRGEN DE ARANZAZU Nº7,"124, 137",2
418,6_2542,40.424633583202,-3.605289270268705,SUECIA-FRANCFORT,"140, 153",2
419,6_2818,40.37609011156001,-3.7376021168571723,BELZUNEGUI-AV.POBLADOS,"47, 118, N16",2
420,6_2820,40.37850971948829,-3.7494087758597723,AV.POBLADOS-PARTERRE,"121, 131, 139",2
421,6_2828,40.397842152143944,-3.763339244618946,ILLESCAS-ESCALONA,"25, 121",2
422,6_2830,40.36006777286275,-3.684041985797249,UNANIMIDAD-ALIANZA,123,2
423,6_2831,40.35635413967823,-3.6873960687792486,CTRA.VILLAVERDE A VALLECAS-COALICION,"123, 130",2
424,6_2833,40.364167921770694,-3.6884294390022645,AV.OROVILLA-UNANIMIDAD,123,2
425,6_2834,40.44899567972276,-3.702171797067952,GTA.CUATRO CAMINOS,124,2
426,6_2841,40.484530775966775,-3.7147891359494034,AV.C.HERRERA ORIA-VENTISQUERO CONDESA,"49, 64, 124",2
427,6_2842,40.4881658743042,-3.7067332858659454,AV.C.HERRERA ORIA-GINZO DE LIMIA,124,2
428,6_2843,40.48910614002791,-3.700265164797162,ALFREDO MARQUERIE-VALENCIA DE D.JUAN,124,2
429,6_2847,40.38389791395969,-3.6715710330515394,CARDEÑOSA-LAGARTERA,"102, N11",2
430,6_2850,40.49236203437908,-3.684616567903313,LLANO CASTELLANO-ISLA DE JAVA,"66, 124, 137, N24, SE704",2
431,6_2851,40.492315734060966,-3.684828500537535,LLANO CASTELLANO-ISLA DE JAVA,"66, 124, 137, N24, SE704",2
432,6_2855,40.482347690914715,-3.7152615118282553,FERMIN CABALLERO-ISLA DE AROSA,"67, 127, N21",2
433,6_2858,40.46505081023176,-3.712294279840834,STO.ANGEL DE LA GUARDA-ARCINIEGA,"126, 127, 132, N21",2
434,6_2864,40.47984598750373,-3.7206148380736477,FERMIN CABALLERO-ISLA DE TABARCA,"67, 127, N21",2
435,6_2869,40.47199491848131,-3.7184075135070254,ANTONIO MACHADO-VALDERRODRIGO,"127, 132, N21",2
436,6_2189,40.371558972311696,-3.6983519592511116,GRAENA-AV.ORCASUR,"78, 116",2
437,6_2196,40.37467127093141,-3.710976503136413,RAFAELA YBARRA-CESTONA,"78, 81, 116, 131",2
438,6_2197,40.3810710128608,-3.704552596253887,CRISTO VICTORIA-JASPE,78,2
439,6_2199,40.38417000625872,-3.6986353404275367,CRISTO VICTORIA-SANTUARIO,78,2
440,6_2201,40.33806427295086,-3.692143405129921,RESINA-AV.ANDALUCIA,79,2
441,6_2204,40.33960117814905,-3.7046861360575685,SAN CESAREO-SAN ERASMO,79,2
442,6_2205,40.34102116262237,-3.705254278131528,SAN ERASMO-SAN NORBERTO,79,2
443,6_2206,40.34386502189162,-3.7072266478903586,DOMINGO PARRAGA-AV.REAL DE PINTO,"79, N14",2
444,6_2209,40.344559877646695,-3.712909154636227,ASTILLEROS-ESCRIBANOS,"79, N14",2
445,6_2210,40.34382260384112,-3.7112059010238188,DOMINGO PARRAGA-ALBERTO PALACIOS,"79, N14",2
446,6_2211,40.344034513039425,-3.7060274407852503,DOMINGO PARRAGA-AV.REAL DE PINTO,"79, N14",2
447,6_2212,40.34142798447719,-3.705023038017641,SAN NORBERTO-SAN ERASMO,79,2
448,6_2214,40.33780487156519,-3.699322411326496,RESINA-TRANSVERSAL SEXTA,"79, N14",2
449,6_2215,40.337916540804066,-3.6927423301336137,RESINA-AV.ANDALUCIA,79,2
450,6_2217,40.337394750797884,-3.691112300318934,AV.ANDALUCIA-ESCUELA DE LOGISTICA,79,2
451,6_2219,40.342907108507156,-3.6913216170694456,AV.ANDALUCIA-ROCAFORT,79,2
452,6_2220,40.451642466135596,-3.7810947554879357,HUMERA Nº 50,160,2
453,6_2223,40.478484071520604,-3.676146353726689,CORREOS-EST.CHAMARTIN,,2
454,6_2227,40.37270790477476,-3.702027175874011,AV.POBLADOS-DR.TOLOSA LATOUR,"81, 121",2
455,6_2229,40.377186195181515,-3.6944401765908066,HOSPITAL 12 DE OCTUBRE-GTA.MALAGA,121,2
456,6_2231,40.3729740971861,-3.6982369954686507,AV.POBLADOS-AV.ORCASUR,"81, 121",2
457,6_2241,40.470845617853115,-3.7264404122778907,SAN MARTIN DE PORRES-ARTESA DE SEGRE,"82, 137",2
458,6_3847,40.46402016500912,-3.5880087762386355,AV.LOGROÑO-LOS BREZOS,"105, 112, 115",2
459,6_3767,40.458622715646996,-3.778675215553744,CTRA.HUMERA A ARAVACA-PINILLA,"160, 161, N28",2
460,6_3782,40.36855397782949,-3.6886625229265992,AV.ROSALES-SILVINA,"23, N12",2
461,6_3786,40.468439001280856,-3.623270249081178,RIBERA DEL LOIRA Nº16,104,2
462,6_3794,40.362104292168176,-3.6607196756864453,MERCAMADRID-ZONA COMERCIAL Y PESCADO,"130, T32",2
463,6_3688,40.39785253969277,-3.6778253960904794,PEDRO BOSCH-MENDEZ ALVARO,"8, 156",2
464,6_3692,40.45706484950556,-3.783905544249102,GOLONDRINA-BRUJULA,"160, 161, 163, N28",2
465,6_3705,40.37828050498673,-3.714454273863851,FRENTE N.20,78,2
466,6_3649,40.44721556204833,-3.634536270459307,TAMPICO-TOBAGO,146,2
467,6_3620,40.426808365103206,-3.6046014412651486,Pº DE GINEBRA-NIZA,"38, N6",2
468,6_3623,40.429409888228726,-3.599814742713468,SOFIA-BUDAPEST,38,2
469,6_3631,40.4312775106189,-3.6164192037789444,ALBERIQUE-HELLIN,38,2
470,6_3635,40.44055205107458,-3.620677975559842,SAN ROMUALDO-ALBASANZ,"105, N5",2
471,6_3639,40.42728569353631,-3.6299399084450057,GANDHI-BARLOVENTO,109,2
472,6_3647,40.44263238927005,-3.61407028144987,AV.CANILLEJAS-NECTAR,"140, 165",2
473,6_5424,40.51601364053307,-3.6748824287604926,CTRA.FUENCARRAL A ALCOBENDAS,"170, 175, N24, T61",2
474,6_2433,40.430133055240006,-3.787141295420617,CTRA. HUMERA A POZUELO,"A, H",2
475,6_2435,40.383732884618915,-3.6626981406272408,CANDILEJAS-AV.PABLO NERUDA,"57, 144",2
476,6_2439,40.39642975314625,-3.7671175432576134,AV.PADRE PIQUER-CAMPAMENTO,H,2
477,6_2440,40.393302413797386,-3.7659391166297627,AV.PADRE PIQUER Nº 56,"131, H",2
478,6_2444,40.38026158504195,-3.7131439955039807,PARQUE DE LA PALOMA-HENO,78,2
479,6_2447,40.464081225585346,-3.7680400042001185,AVDA. PADRE HUIDOBRO,162,2
480,6_2448,40.46013289043216,-3.7778316539179384,CTRA.HUMERA A ARAVACA-FUENTE DEL REY,"160, 161",2
481,6_2456,40.40524992909765,-3.6331638560617536,FTE.CARRANTONA-LUIS HOYOS SAINZ,"100, 140, E4, N8",2
482,6_2321,40.45444260709301,-3.777329670856351,ARROYO POZUELO-GTA.RIO ZANCARA,160,2
483,6_2322,40.45748865044285,-3.766384521396035,CTRA. CASTILLA-FUENTE DEL REY,161,2
484,6_2327,40.46746852017176,-3.785477378971738,Cº ZARZUELA-CEMENTERIO ARAVACA,162,2
485,6_2332,40.472966372904175,-3.812496993852006,LASARTE-ZUMARRAGA,162,2
486,6_2335,40.47780444085761,-3.8352066642143847,AVDA. CASAQUEMADA,162,2
487,6_2337,40.47691861946642,-3.821793818638524,GUECHO,162,2
488,6_2338,40.47484397042304,-3.8145251276831607,GUECHO-IBAIONDO,162,2
489,6_2344,40.467261731763834,-3.7854159910376906,Pº. ZARZUELA,162,2
490,6_2345,40.466400821851465,-3.783506870664289,Pº. ZARZUELA,162,2
491,6_2349,40.35351804576245,-3.685577325222623,J.JOSE MTNEZ.SECO-DIAMANTE,"85, 123, N13",2
492,6_2351,40.355188624790884,-3.680342043350964,VICENTE CARBALLAL-POTASA,"85, 123",2
493,6_2246,40.47715569164425,-3.7400401571167317,CANTALEJO-ARROYOFRESNO,82,2
494,6_2250,40.48397499220883,-3.7344634729258717,A.RGUEZ.CASTELAO-GABRIELA MISTRAL,"82, N20",2
495,6_2252,40.48280519220072,-3.735665966874914,GABRIELA MISTRAL-L.ALAS CLARIN,82,2
496,6_2109,40.465003682851744,-3.6499669020761143,CTRA.CANILLAS-MATAPOZUELOS,"73, N3",2
497,6_2111,40.465139657031756,-3.6561962009300895,CTRA.CANILLAS-GTA PILAR MIRÓ,"73, N3",2
498,6_2115,40.428289733074955,-3.7144644982069357,EVARISTO SAN MIGUEL-MARTIN DE LOS HEROS,74,2
499,6_2118,40.434266296242434,-3.665563799919541,AV.TOREROS-RAFAELA BONILLA,74,2
500,6_2125,40.395961579663634,-3.692865537918949,PZA.BEATA MARIA ANA DE JESUS,76,2
501,6_2126,40.37301197994096,-3.694939173020813,EDUARDO BARREIROS-AV.POBLADOS,76,2
502,6_2129,40.36732382910312,-3.697000848590634,EDUARDO BARREIROS-CENTRO DE SALUD,"76, 116",2
503,6_2130,40.36432026217215,-3.6990781396003127,EDUARDO BARREIROS-CORTE DEL FARAÓN,"76, 116",2
504,6_2131,40.36100142961533,-3.701140204395118,EDUARDO BARREIROS-PEUGEOT,76,2
505,6_2134,40.35135071071204,-3.708847440569385,VILLALONSO-OLAS,76,2
506,6_2136,40.38603088225911,-3.651480999584447,PEDRO LABORDE,310,2
507,6_2137,40.35097236202162,-3.711775576579165,VILLALONSO-PUEBLA SANABRIA,"76, N14",2
508,6_2138,40.35108722467962,-3.7092097226154848,VILLALONSO-OLAS,"76, N14",2
509,6_2142,40.360957172068986,-3.701010196308209,EDUARDO BARREIROS-PEUGEOT,76,2
510,6_2144,40.36905013918386,-3.6960763413383795,SALVADOR MARTINEZ-EDUARDO BARREIROS,116,2
511,6_2145,40.370236989989856,-3.6949695616664955,EDUARDO BARREIROS-AV.LOS ROSALES,"76, 78",2
512,6_2150,40.443468679195625,-3.6227801334310663,ALCALA-SAN ROMUALDO,"77, 104, N5",2
513,6_5460,40.38861454678649,-3.758215907413279,"CALLE DE VALMOJADO, S/N",138,2
514,6_3450,40.49775966328683,-3.6919645319904197,BRAILLE-MOLINS DE REY,"66, 137",2
515,6_3456,40.502342914180566,-3.6893325889921935,PZA.DE LOS TRES OLIVOS,"66, 137",2
516,6_3457,40.50038204557815,-3.6888168497859684,ALDONZA LORENZO-CAMPO DE MONTIEL,"66, 137",2
517,6_3460,40.474758822554634,-3.5844689271726184,TIMON-GRAN PODER,105,2
518,6_3461,40.47387526459142,-3.5846028297290697,PZA.NTRA.SRA.DE LORETO,115,2
